"Order Number","Order Status","Order Date","Customer Note","First Name (Billing)","Last Name (Billing)","Company (Billing)","Address 1&2 (Billing)","City (Billing)","State Code (Billing)","Postcode (Billing)","Country Code (Billing)","Email (Billing)","Phone (Billing)","First Name (Shipping)","Last Name (Shipping)","Address 1&2 (Shipping)","City (Shipping)","State Code (Shipping)","Postcode (Shipping)","Country Code (Shipping)","Payment Method Title","Cart Discount Amount","Cart Discount Amount(inc. tax)","Order Subtotal Amount","Shipping Method Title","Order Shipping Amount","Order Refund Amount","Order Total Amount","Order Total Tax Amount","Order ID","Order Status","Product Id","Category","Product Name","Item ID","Item Cost","SKU","Item #","Item Name","Quantity (- Refund)","Item Cost","Coupon Code","Discount Amount","Discount Amount Tax"
"2857","Paid By Bank-","2024-12-17 16:51","","Snackbar te britten","","","Zwaaikom 7","Katwijk aan Zee","","2225 HX","","Snackbartebritten@gmail.com","","","","","","","","","","0","0","198","","0","0","215.82","17.82","2857","Paid By Bank-","2755","Uncategorized","EXTRA CRUNCH PATAT 9/9","7046","16.5","","1","EXTRA CRUNCH PATAT 9/9","12","16.5","","",""
"2865","Paid By Bank-","2024-12-18 10:48","","HerenHof Eethuis","","","HerenHof 287","Alpen aan den Rijn","","2402DL","","akal-eethuis-alpenaanderijn@hotmail.com","","","","","","","","","","0","0","520","","0","0","566.80","46.8","2865","Paid By Bank-","2859","Uncategorized","Mix Shoarma (NL)","7052","16.25","","1","Mix Shoarma (NL) (6,50)","32","16.25","","",""
"2866","Paid By Cash-","2024-12-20 12:23","","EKO Supermarkt","","","Kempstraat 122","Den Haag","","2572 GK","","ekosupermarket@gmail.com","","","","","","","","","","0","0","194.3","","0","0","211.79","17.49","2866","Paid By Cash-","161","Uncategorized,Supermarket","CHICKEN FINGERS (0.8kg)","7054","4.48","5902082428053","1","CHICKEN FINGERS (0.8kg)","10","4.48","","",""
"2866","Paid By Cash-","2024-12-20 12:23","","EKO Supermarkt","","","Kempstraat 122","Den Haag","","2572 GK","","ekosupermarket@gmail.com","","","","","","","","","","0","0","194.3","","0","0","211.79","17.49","2866","Paid By Cash-","172","Uncategorized,Supermarket","MANTI (0.8kg)","7055","2.99","5902082456094","2","MANTI (0.8kg)","50","2.99","","",""
"2868","Paid By Bank-","2024-12-18 14:36","","Dream Kebab Katwijk","","","Taatedam 2","Katwijk aan zee","","2225 BN","","Dreamkebab@katwijk.nl","","","","","","","","","","0","0","160","","0","0","174.40","14.4","2868","Paid By Bank-","2755","Uncategorized","EXTRA CRUNCH PATAT 9/9","7059","16","","1","EXTRA CRUNCH PATAT 9/9","10","16","","",""
"2869","Paid By Bank-","2024-12-18 14:37","","Dream Kebab","Voorhout","","Herenstraat 88A","Voorhout","","2215KK","","dream@kebab.nl","","","","","","","","","","0","0","193","","0","0","210.37","17.37","2869","Paid By Bank-","2755","Uncategorized","EXTRA CRUNCH PATAT 9/9","7061","16","","1","EXTRA CRUNCH PATAT 9/9","8","16","","",""
"2869","Paid By Bank-","2024-12-18 14:37","","Dream Kebab","Voorhout","","Herenstraat 88A","Voorhout","","2215KK","","dream@kebab.nl","","","","","","","","","","0","0","193","","0","0","210.37","17.37","2869","Paid By Bank-","2859","Uncategorized","Mix Shoarma (NL)","7062","16.25","","2","Mix Shoarma (NL) (6,50)","4","16.25","","",""
"2870","Paid By Bank-","2024-12-18 14:39","","Dream Kebab","Noordwijkerhout","","Zeestraat 4","Noordwijkerhout","","2211 XG","","dreamkebab@noordwijkerhour.nl","","","","","","","","","","0","0","257","","0","0","280.13","23.13","2870","Paid By Bank-","2859","Uncategorized","Mix Shoarma (NL)","7064","16.25","","1","Mix Shoarma (NL) (6,50)","4","16.25","","",""
"2870","Paid By Bank-","2024-12-18 14:39","","Dream Kebab","Noordwijkerhout","","Zeestraat 4","Noordwijkerhout","","2211 XG","","dreamkebab@noordwijkerhour.nl","","","","","","","","","","0","0","257","","0","0","280.13","23.13","2870","Paid By Bank-","2755","Uncategorized","EXTRA CRUNCH PATAT 9/9","7065","16","","2","EXTRA CRUNCH PATAT 9/9","12","16","","",""
"2871","Paid By Bank-","2024-12-19 08:54","","The Address Cafe Restaurant","","","Slotermeerlaan 111","Amsterdam","","1063 JN","","RestaurantAdressamsterdam@gmail.com","","","","","","","","","","16.5","17.99","94","","0","0","84.48","6.98","2871","Paid By Bank-","2755","Uncategorized","EXTRA CRUNCH PATAT 9/9","7067","0","","1","EXTRA CRUNCH PATAT 9/9","1","0","","",""
"2871","Paid By Bank-","2024-12-19 08:54","","The Address Cafe Restaurant","","","Slotermeerlaan 111","Amsterdam","","1063 JN","","RestaurantAdressamsterdam@gmail.com","","","","","","","","","","16.5","17.99","94","","0","0","84.48","6.98","2871","Paid By Bank-","218","Uncategorized,Horeca","Excellence Patat 9/9","7068","15.5","","2","Excellence Patat 9/9","5","15.5","","",""
"2872","Paid By Bank-","2024-12-19 08:55","","Rania","","","Winkelhof 5","Leiderdorp","","2353 EH","","Rania@gmail.com","","","","","","","","","","0","0","93","","0","0","101.37","8.37","2872","Paid By Bank-","218","Uncategorized,Horeca","Excellence Patat 9/9","7070","15.5","","1","Excellence Patat 9/9","6","15.5","","",""
"2873","Paid By Bank-","2024-12-19 08:55","","Yeni Bahar BV","","","Oostermeent noord 56","Huizen","","1274SC","","yenibaharbvhuizen@gmail.com","","","","","","","","","","16.5","17.99","391.5","","0","0","408.75","33.75","2873","Paid By Bank-","218","Uncategorized,Horeca","Excellence Patat 9/9","7072","15.5","","1","Excellence Patat 9/9","20","15.5","","",""
"2873","Paid By Bank-","2024-12-19 08:55","","Yeni Bahar BV","","","Oostermeent noord 56","Huizen","","1274SC","","yenibaharbvhuizen@gmail.com","","","","","","","","","","16.5","17.99","391.5","","0","0","408.75","33.75","2873","Paid By Bank-","2755","Uncategorized","EXTRA CRUNCH PATAT 9/9","7073","0","","2","EXTRA CRUNCH PATAT 9/9","1","0","","",""
"2873","Paid By Bank-","2024-12-19 08:55","","Yeni Bahar BV","","","Oostermeent noord 56","Huizen","","1274SC","","yenibaharbvhuizen@gmail.com","","","","","","","","","","16.5","17.99","391.5","","0","0","408.75","33.75","2873","Paid By Bank-","2859","Uncategorized","Mix Shoarma (NL)","7074","16.25","","3","Mix Shoarma (NL) (6,50)","4","16.25","","",""
"2874","Paid By Bank-","2024-12-19 08:56","","Snackbar Onder Den Toren","","","Voorstraat 3","Wijk aan Zee","","1949 BG","","SnackbarOnderDenToren@gmail.com","","","","","","","","","","0","0","365","","0","0","397.85","32.85","2874","Paid By Bank-","121","Uncategorized,Horeca","SLICED AND ROASTED PREMIUM CHICKEN KEBAB","7076","17.5","5902082460350","1","SLICED AND ROASTED PREMIUM CHICKEN KEBAB (€7,00)","8","17.5","","",""
"2874","Paid By Bank-","2024-12-19 08:56","","Snackbar Onder Den Toren","","","Voorstraat 3","Wijk aan Zee","","1949 BG","","SnackbarOnderDenToren@gmail.com","","","","","","","","","","0","0","365","","0","0","397.85","32.85","2874","Paid By Bank-","122","Uncategorized,Horeca","SLICED AND ROASTED PREMIUM BEEF KEBAB","7077","18.75","","2","SLICED AND ROASTED PREMIUM BEEF KEBAB (€7,50)","12","18.75","","",""
"2875","Paid By Cash-","2024-12-19 08:57","","Ekmek Teknesi","","","Burgemeester van Leeuwenlaan 77","Amsterdam","","1064 KM","","EkmekTeknesi@gmail.com","","","","","","","","","","0","0","189","","0","0","206.01","17.01","2875","Paid By Cash-","218","Uncategorized,Horeca","Excellence Patat 9/9","7079","15.5","","1","Excellence Patat 9/9","8","15.5","","",""
"2875","Paid By Cash-","2024-12-19 08:57","","Ekmek Teknesi","","","Burgemeester van Leeuwenlaan 77","Amsterdam","","1064 KM","","EkmekTeknesi@gmail.com","","","","","","","","","","0","0","189","","0","0","206.01","17.01","2875","Paid By Cash-","2859","Uncategorized","Mix Shoarma (NL)","7080","16.25","","2","Mix Shoarma (NL) (6,50)","4","16.25","","",""
"2876","Paid By Bank-","2024-12-19 08:58","","Ak-Al Bakkerij Herenstraat","","","Herenstraat 4","Leiden","","2313 AK","","Ak-AlBakkerijHerenstraat@gmail.com","","","","","","","","","","0","0","108.5","","0","0","118.27","9.77","2876","Paid By Bank-","218","Uncategorized,Horeca","Excellence Patat 9/9","7082","15.5","","1","Excellence Patat 9/9","7","15.5","","",""
"2877","Paid By Bank-","2024-12-19 08:58","","Broodjeszaak de Mix","","","Kostmand 18a","Huizen","","1276 CJ","","BroodjeszaakdeMixHuizen@gmail.com","","","","","","","","","","0","0","186","","0","0","202.74","16.74","2877","Paid By Bank-","218","Uncategorized,Horeca","Excellence Patat 9/9","7084","15.5","","1","Excellence Patat 9/9","12","15.5","","",""
"2878","Paid By Bank-","2024-12-19 08:59","","De Rotonde Kebab","","","Slotermeerlaan 3","Amsterdam","","1064GX","","DeRotondeKebab@gmail.com","","","","","","","","","","0","0","375","","0","0","408.75","33.75","2878","Paid By Bank-","218","Uncategorized,Horeca","Excellence Patat 9/9","7086","15.5","","1","Excellence Patat 9/9","20","15.5","","",""
"2878","Paid By Bank-","2024-12-19 08:59","","De Rotonde Kebab","","","Slotermeerlaan 3","Amsterdam","","1064GX","","DeRotondeKebab@gmail.com","","","","","","","","","","0","0","375","","0","0","408.75","33.75","2878","Paid By Bank-","2859","Uncategorized","Mix Shoarma (NL)","7087","16.25","","2","Mix Shoarma (NL) (6,50)","4","16.25","","",""
"2879","Paid By Bank-","2024-12-19 09:09","","Simit Paleis A.S.","","","Postjesweg 105","Amsterdam","","1057 DZ","","SimitPaleisAmsterdam@gmail.com","","","","","","","","","","16.5","17.99","47.5","","0","0","33.79","2.79","2879","Paid By Bank-","218","Uncategorized,Horeca","Excellence Patat 9/9","7089","15.5","","1","Excellence Patat 9/9","2","15.5","","",""
"2879","Paid By Bank-","2024-12-19 09:09","","Simit Paleis A.S.","","","Postjesweg 105","Amsterdam","","1057 DZ","","SimitPaleisAmsterdam@gmail.com","","","","","","","","","","16.5","17.99","47.5","","0","0","33.79","2.79","2879","Paid By Bank-","2755","Uncategorized","EXTRA CRUNCH PATAT 9/9","7090","0","","2","EXTRA CRUNCH PATAT 9/9","1","0","","",""
"2881","Paid By Bank-","2024-12-19 09:28","","Hoornes","Supermarkt en Bakkerij","","Hoorneslaan 329","Katwijk aan Zee","","2221 GA","","hoornes-supermarkt@outlook.com","","","","","","","","","","16.5","17.99","81.5","","0","0","70.85","5.85","2881","Paid By Bank-","2859","Uncategorized","Mix Shoarma (NL)","7092","16.25","","1","Mix Shoarma (NL) (6,50)","4","16.25","","",""
"2881","Paid By Bank-","2024-12-19 09:28","","Hoornes","Supermarkt en Bakkerij","","Hoorneslaan 329","Katwijk aan Zee","","2221 GA","","hoornes-supermarkt@outlook.com","","","","","","","","","","16.5","17.99","81.5","","0","0","70.85","5.85","2881","Paid By Bank-","2755","Uncategorized","EXTRA CRUNCH PATAT 9/9","7093","0","","2","EXTRA CRUNCH PATAT 9/9","1","0","","",""
"2882","Paid By Bank-","2024-12-19 16:27","","San Marina","","","Gerrit Achterberghove","Zoetermeer","","2717 XZ","","sanmarina@gmail.com","","","","","","","","","","0","0","130","","0","0","141.70","11.7","2882","Paid By Bank-","2859","Uncategorized","Mix Shoarma (NL)","7095","16.25","","1","Mix Shoarma (NL) (6,50)","8","16.25","","",""
"2883","Paid By Bank-","2024-12-19 16:27","","Karadag Bakeries","","","Oosterheemplein 492","Zoetermeer","","2721 NJ","","Karadagbakkerieszoetermeer@gmail.com","","","","","","","","","","16.25","17.71","146.25","","0","0","141.70","11.7","2883","Paid By Bank-","2880","Uncategorized","Lamshoarma 100 % (13,50 per kg)","7097","32.5","","1","Lamshoarma 100 % (13,00 per kg)","4","32.5","","",""
"2883","Paid By Bank-","2024-12-19 16:27","","Karadag Bakeries","","","Oosterheemplein 492","Zoetermeer","","2721 NJ","","Karadagbakkerieszoetermeer@gmail.com","","","","","","","","","","16.25","17.71","146.25","","0","0","141.70","11.7","2883","Paid By Bank-","2859","Uncategorized","Mix Shoarma (NL)","7098","0","","2","Mix Shoarma (NL) (6,50)","1","0","","",""
"2884","Paid By Bank-","2024-12-20 08:59","","Jacks corner","","","Leemansplein 544","Den Haag","","2521 EJ","","Jackscorner@gmail.com","","","","","","","","","","0","0","140","","0","0","152.60","12.6","2884","Paid By Bank-","121","Uncategorized,Horeca","SLICED AND ROASTED PREMIUM CHICKEN KEBAB","7100","17.5","5902082460350","1","SLICED AND ROASTED PREMIUM CHICKEN KEBAB (€7,00)","8","17.5","","",""
"2885","Paid By Bank-","2024-12-20 09:00","","Pizza de lier","","","Michiel A. de Ruyterstraat 22","De Lier","","2678 GB","","PizzadeLier@gmail.com","","","","","","","","","","0","0","186","","0","118.26","202.74","16.74","2885","Paid By Bank-","218","Uncategorized,Horeca","Excellence Patat 9/9","7102","15.5","","1","Excellence Patat 9/9","5","15.5","","",""
"2886","Paid By Bank-","2024-12-20 09:00","","Tasty Corner Delft","","","Zuidwal 47","Delft","","2611 DD","","TastyCornerDelft@gmail.com","","","","","","","","","","0","0","285","","0","0","310.65","25.65","2886","Paid By Bank-","218","Uncategorized,Horeca","Excellence Patat 9/9","7104","15.5","","1","Excellence Patat 9/9","10","15.5","","",""
"2886","Paid By Bank-","2024-12-20 09:00","","Tasty Corner Delft","","","Zuidwal 47","Delft","","2611 DD","","TastyCornerDelft@gmail.com","","","","","","","","","","0","0","285","","0","0","310.65","25.65","2886","Paid By Bank-","124","Uncategorized,Horeca","Mix - Shoarma ( Lam- kalkoen) (PL)","7105","16.25","","2","Mix - Shoarma ( Lam- kalkoen) (PL) (€6,50)","8","16.25","","",""
"2887","Paid By Bank-","2024-12-20 09:01","","Groen76","","","Stevinstraat 159","Den Haag","","2587 EE","","groen76@gmail.com","","","","","","","","","","0","0","109.5","","0","0","119.36","9.86","2887","Paid By Bank-","218","Uncategorized,Horeca","Excellence Patat 9/9","7107","15.5","","1","Excellence Patat 9/9","6","15.5","","",""
"2887","Paid By Bank-","2024-12-20 09:01","","Groen76","","","Stevinstraat 159","Den Haag","","2587 EE","","groen76@gmail.com","","","","","","","","","","0","0","109.5","","0","0","119.36","9.86","2887","Paid By Bank-","2755","Uncategorized","EXTRA CRUNCH PATAT 9/9","7108","16.5","","2","EXTRA CRUNCH PATAT 9/9","1","16.5","","",""
"2888","Paid By Bank-","2024-12-20 09:02","","Pizzeria & Dönerhuis De Gaarde","","","Vrederustlaan 123","Den Haag","","2543 SM","","PizzeriaDonerhuisDeGaarde@gmail.com","","","","","","","","","","0","0","189","","0","0","206.01","17.01","2888","Paid By Bank-","218","Uncategorized,Horeca","Excellence Patat 9/9","7110","15.5","","1","Excellence Patat 9/9","8","15.5","","",""
"2888","Paid By Bank-","2024-12-20 09:02","","Pizzeria & Dönerhuis De Gaarde","","","Vrederustlaan 123","Den Haag","","2543 SM","","PizzeriaDonerhuisDeGaarde@gmail.com","","","","","","","","","","0","0","189","","0","0","206.01","17.01","2888","Paid By Bank-","124","Uncategorized,Horeca","Mix - Shoarma ( Lam- kalkoen) (PL)","7111","16.25","","2","Mix - Shoarma ( Lam- kalkoen) (PL) (€6,50)","4","16.25","","",""
"2889","Paid By Bank-","2024-12-20 09:04","","Snackbar De Joker Pizzeria Grillroom","","","Bergweg 160-A","Rotterdam","","3036 BK","","SnackbarDeJokerPizzeriaGrillroomrotterdam@gmail.com","","","","","","","","","","0","0","260","","0","0","283.40","23.4","2889","Paid By Bank-","124","Uncategorized,Horeca","Mix - Shoarma ( Lam- kalkoen) (PL)","7113","16.25","","1","Mix - Shoarma ( Lam- kalkoen) (PL) (€6,50)","16","16.25","","",""
"2890","Paid By Cash-","2024-12-20 09:05","","Seda Bakkerij","","","Leyweg 1170","Den Haag","","2545 HH","","SedaBakkerij@gmail.com","","","","","","","","","","0","0","82.5","","0","0","89.93","7.43","2890","Paid By Cash-","2755","Uncategorized","EXTRA CRUNCH PATAT 9/9","7115","16.5","","1","EXTRA CRUNCH PATAT 9/9","5","16.5","","",""
"2891","Paid By Bank-","2024-12-20 09:06","","Pizza Pizza","","","Erasmusweg 2","Den Haag","","2532 CP","","PizzaPizza@gmail.com","","","","","","","","","","16.25","17.71","171.25","","0","0","168.95","13.95","2891","Paid By Bank-","218","Uncategorized,Horeca","Excellence Patat 9/9","7117","15.5","","1","Excellence Patat 9/9","10","15.5","","",""
"2891","Paid By Bank-","2024-12-20 09:06","","Pizza Pizza","","","Erasmusweg 2","Den Haag","","2532 CP","","PizzaPizza@gmail.com","","","","","","","","","","16.25","17.71","171.25","","0","0","168.95","13.95","2891","Paid By Bank-","2859","Uncategorized","Mix Shoarma (NL)","7118","0","","2","Mix Shoarma (NL) (6,50)","1","0","","",""
"2892","Paid By Bank-","2024-12-20 09:09","","Saray PideHuis","","","Steenstraat 20","Leiden","","2312 BW","","SarayPideHuis@gmail.com","","","","","","","","","","0","0","232.5","","0","0","253.43","20.93","2892","Paid By Bank-","218","Uncategorized,Horeca","Excellence Patat 9/9","7120","15.5","","1","Excellence Patat 9/9","15","15.5","","",""
"2895","Paid By Bank-","2024-12-20 09:13","","Slagerij AsSalaam","","","Dierenselaan 1","Den Haag","","2573 KA","","Slagerijassalaamdenhaag@gmail.com","","","","","","","","","","0","0","131","","0","0","142.79","11.79","2895","Paid By Bank-","161","Uncategorized,Supermarket","CHICKEN FINGERS (0.8kg)","7122","4.48","5902082428053","1","CHICKEN FINGERS (0.8kg)","10","4.48","","",""
"2895","Paid By Bank-","2024-12-20 09:13","","Slagerij AsSalaam","","","Dierenselaan 1","Den Haag","","2573 KA","","Slagerijassalaamdenhaag@gmail.com","","","","","","","","","","0","0","131","","0","0","142.79","11.79","2895","Paid By Bank-","162","Uncategorized,Supermarket","CHICKEN SCHNITZEL (0.8kg)","7124","4.25","5902082427834","2","CHICKEN SCHNITZEL (0.8kg)","10","4.25","","",""
"2895","Paid By Bank-","2024-12-20 09:13","","Slagerij AsSalaam","","","Dierenselaan 1","Den Haag","","2573 KA","","Slagerijassalaamdenhaag@gmail.com","","","","","","","","","","0","0","131","","0","0","142.79","11.79","2895","Paid By Bank-","160","Uncategorized,Supermarket","CHICKEN KIPCORN (0.8kg)","7128","4.37","5902082427919","3","CHICKEN KIPCORN (0.8kg)","10","4.37","","",""
"2899","Paid By Bank-","2024-12-20 09:46","","MILJON BV","","","laan van waalhaven 482","Den Haag","","2497GR","","Miljonbv@gmail.com","","","","","","","","","","7","7.63","70","","0","0","68.67","5.67","2899","Paid By Bank-","121","Uncategorized,Horeca","SLICED AND ROASTED PREMIUM CHICKEN KEBAB","7130","15.75","5902082460350","1","SLICED AND ROASTED PREMIUM CHICKEN KEBAB (€7,00)","4","15.75","","",""
"2900","Paid By Bank-","2024-12-20 10:07","","De Serar's","","","De Stede 21","Den Haag","","2543 BG","","Deserardenhaag@gmail.com","","","","","","","","","","0","0","18.75","","0","0","20.44","1.69","2900","Paid By Bank-","122","Uncategorized,Horeca","SLICED AND ROASTED PREMIUM BEEF KEBAB","7140","18.75","","1","SLICED AND ROASTED PREMIUM BEEF KEBAB (€7,50)","1","18.75","","",""
"2901","Paid By Cash-","2024-12-20 10:08","","Star Eethuis","","","Jaap Hoekdreef 20","Den Haag","","2492 JS","","Stareethuisleidschenveen@gmail.com","","","","","","","","","","16.5","17.99","171.5","","0","0","168.95","13.95","2901","Paid By Cash-","218","Uncategorized,Horeca","Excellence Patat 9/9","7135","15.5","","1","Excellence Patat 9/9","10","15.5","","",""
"2901","Paid By Cash-","2024-12-20 10:08","","Star Eethuis","","","Jaap Hoekdreef 20","Den Haag","","2492 JS","","Stareethuisleidschenveen@gmail.com","","","","","","","","","","16.5","17.99","171.5","","0","0","168.95","13.95","2901","Paid By Cash-","2755","Uncategorized","EXTRA CRUNCH PATAT 9/9","7136","0","","2","EXTRA CRUNCH PATAT 9/9","1","0","","",""
"2902","Paid By Bank-","2024-12-20 10:36","","Slagerij Atas","","","Pr. Irenelaan 96","Alphen aan den Rijn","","2404 BJ","","slagerijatasalphenaanderijn@gmail.com","","","","","","","","","","0","0","19.4","","0","15.86","21.15","1.75","2902","Paid By Bank-","182","Uncategorized,Supermarket","CHICKEN BURGER (18x70 GR)(Supermarket)","7138","4.85","5902082460145","1","CHICKEN BURGER (18x70 GR)(Supermarket)","1","4.85","","",""
"2904","Paid By Bank-","2024-12-20 15:52","","Arya Eethuis Leiden","","","Standerdmolen 19","Leiden","","2317 NZ","","Aryaeethuisleiden@gmail.com","","","","","","","","","","0","0","66","","0","0","71.94","5.94","2904","Paid By Bank-","2755","Uncategorized","EXTRA CRUNCH PATAT 9/9","7144","16.5","","1","EXTRA CRUNCH PATAT 9/9","4","16.5","","",""
"2906","Paid By Bank-","2024-12-21 16:41","","Aps Burger","","","Bevrijdingsplein 43","Leiden","","2321 DX","","Apsburgerleiden@gmail.com","","","","","","","","","","0","0","165","","0","0","179.85","14.85","2906","Paid By Bank-","2755","Uncategorized","EXTRA CRUNCH PATAT 9/9","7146","16.5","","1","EXTRA CRUNCH PATAT 9/9","10","16.5","","",""
"2910","Paid By Bank-","2024-12-23 08:49","","Pizza Spidi","","","Van Nesstraat 31","Alphen aan den Rijn","","2404 AV","","pizzaspidi@gmail.com","","","","","","","","","","0","0","295","","0","0","321.55","26.55","2910","Paid By Bank-","218","Uncategorized,Horeca","Excellence Patat 9/9","7151","15.5","","1","Excellence Patat 9/9","10","15.5","","",""
"2910","Paid By Bank-","2024-12-23 08:49","","Pizza Spidi","","","Van Nesstraat 31","Alphen aan den Rijn","","2404 AV","","pizzaspidi@gmail.com","","","","","","","","","","0","0","295","","0","0","321.55","26.55","2910","Paid By Bank-","121","Uncategorized,Horeca","SLICED AND ROASTED PREMIUM CHICKEN KEBAB","7152","17.5","5902082460350","2","SLICED AND ROASTED PREMIUM CHICKEN KEBAB (€7,00)","8","17.5","","",""
"2913","Paid By Bank-","2024-12-23 08:51","","Pizzeria & Dönerhuis De Gaarde","","","Vrederustlaan 123","Den Haag","","2543 SM","","PizzeriaDonerhuisDeGaarde@gmail.com","","","","","","","","","","0","0","77.5","","0","0","84.48","6.98","2913","Paid By Bank-","218","Uncategorized,Horeca","Excellence Patat 9/9","7155","15.5","","1","Excellence Patat 9/9","5","15.5","","",""
"2915","Paid By Bank-","2024-12-23 08:51","","Sohbet","","","Calandkade 168","Den Haag","","2521AA","","Sohbet@denhaag.nl","","","","","","","","","","0","0","124","","0","0","135.16","11.16","2915","Paid By Bank-","218","Uncategorized,Horeca","Excellence Patat 9/9","7157","15.5","","1","Excellence Patat 9/9","8","15.5","","",""
"2916","Paid By Bank-","2024-12-23 08:52","","Jacks corner","","","Leemansplein 544","Den Haag","","2521 EJ","","Jackscorner@gmail.com","","","","","","","","","","0","0","140","","0","0","152.60","12.6","2916","Paid By Bank-","121","Uncategorized,Horeca","SLICED AND ROASTED PREMIUM CHICKEN KEBAB","7159","17.5","5902082460350","1","SLICED AND ROASTED PREMIUM CHICKEN KEBAB (€7,00)","8","17.5","","",""
"2917","Paid By Bank-","2024-12-23 08:52","","Bakkerij Driebergen","","","Driebergenstraat 337","Den Haag","","2546 BK","","BakkerijDriebergen@gmail.com","","","","","","","","","","0","0","77.5","","0","0","84.48","6.98","2917","Paid By Bank-","218","Uncategorized,Horeca","Excellence Patat 9/9","7161","15.5","","1","Excellence Patat 9/9","5","15.5","","",""
"2918","Paid By Bank-","2024-12-23 08:53","","HerenHof Eethuis","","","HerenHof 287","Alpen aan den Rijn","","2402DL","","akal-eethuis-alpenaanderijn@hotmail.com","","","","","","","","","","0","0","213.95","","0","0","233.21","19.26","2918","Paid By Bank-","2755","Uncategorized","EXTRA CRUNCH PATAT 9/9","7163","16.5","","1","EXTRA CRUNCH PATAT 9/9","12","16.5","","",""
"2918","Paid By Bank-","2024-12-23 08:53","","HerenHof Eethuis","","","HerenHof 287","Alpen aan den Rijn","","2402DL","","akal-eethuis-alpenaanderijn@hotmail.com","","","","","","","","","","0","0","213.95","","0","0","233.21","19.26","2918","Paid By Bank-","198","Uncategorized,Horeca","AKCABAAT KOFTE (45*45gr)","7164","15.95","","2","AKCABAAT KOFTE (45*45gr)","1","15.95","","",""
"2919","Paid By Bank-","2024-12-23 08:54","","Eethuis Hoofstraat","","","Hooftstraat 78","Alphen aan den Rijn","","2406 GL","","AkALAlphenaanderijn@gmail.com","","","","","","","","","","0","0","98.45","","0","0","107.32","8.87","2919","Paid By Bank-","2755","Uncategorized","EXTRA CRUNCH PATAT 9/9","7166","16.5","","1","EXTRA CRUNCH PATAT 9/9","5","16.5","","",""
"2919","Paid By Bank-","2024-12-23 08:54","","Eethuis Hoofstraat","","","Hooftstraat 78","Alphen aan den Rijn","","2406 GL","","AkALAlphenaanderijn@gmail.com","","","","","","","","","","0","0","98.45","","0","0","107.32","8.87","2919","Paid By Bank-","198","Uncategorized,Horeca","AKCABAAT KOFTE (45*45gr)","7167","15.95","","2","AKCABAAT KOFTE (45*45gr)","1","15.95","","",""
"2920","Paid By Cash-","2024-12-23 08:55","","Seda Bakkerij","","","Leyweg 1170","Den Haag","","2545 HH","","SedaBakkerij@gmail.com","","","","","","","","","","0","0","66","","0","0","71.94","5.94","2920","Paid By Cash-","2755","Uncategorized","EXTRA CRUNCH PATAT 9/9","7169","16.5","","1","EXTRA CRUNCH PATAT 9/9","4","16.5","","",""
"2921","Paid By Bank-","2024-12-23 08:55","","EetCafe De haven","","","Calandakade 170","Den Haag","","2521AA","","Eetcafedehaven@gmail.com","","","","","","","","","","0","0","108.5","","0","0","118.27","9.77","2921","Paid By Bank-","218","Uncategorized,Horeca","Excellence Patat 9/9","7171","15.5","","1","Excellence Patat 9/9","7","15.5","","",""
"2922","Paid By Bank-","2024-12-23 08:56","","Ramsis","","","Schoolstraat 30","Den Haag","","2511 AX","","ramses@gmail.com","","","","","","","","","","0","0","520","","0","0","566.80","46.8","2922","Paid By Bank-","124","Uncategorized,Horeca","Mix - Shoarma ( Lam- kalkoen) (PL)","7173","6.5","","1","Mix - Shoarma ( Lam- kalkoen) (PL) (€6,50)","40","6.5","","",""
"2922","Paid By Bank-","2024-12-23 08:56","","Ramsis","","","Schoolstraat 30","Den Haag","","2511 AX","","ramses@gmail.com","","","","","","","","","","0","0","520","","0","0","566.80","46.8","2922","Paid By Bank-","2859","Uncategorized","Mix Shoarma (NL)","7174","6.5","","2","Mix Shoarma (NL) (6,50)","40","6.5","","",""
"2923","Paid By Bank-","2024-12-23 09:08","","Ons Bakkertje","de veen","","Noordeinde 13","Roelofarendsveen","","2371CM","","Ons@gmail.com","","","","","","","","","","0","0","212.5","","0","0","231.63","19.13","2923","Paid By Bank-","2859","Uncategorized","Mix Shoarma (NL)","7176","6.5","","1","Mix Shoarma (NL) (6,50)","20","6.5","","",""
"2923","Paid By Bank-","2024-12-23 09:08","","Ons Bakkertje","de veen","","Noordeinde 13","Roelofarendsveen","","2371CM","","Ons@gmail.com","","","","","","","","","","0","0","212.5","","0","0","231.63","19.13","2923","Paid By Bank-","2755","Uncategorized","EXTRA CRUNCH PATAT 9/9","7177","16.5","","2","EXTRA CRUNCH PATAT 9/9","5","16.5","","",""
"2924","Paid By Bank-","2024-12-23 09:10","","Massada","Roelofarendsveen","","Noordplein 3","Roelofarendsveen","","2371 DA","","MassadaRoelofarendsveen@gmail.com","","","","","","","","","","0","0","424","","0","107.91","462.16","38.16","2924","Paid By Bank-","2859","Uncategorized","Mix Shoarma (NL)","7179","6.5","","1","Mix Shoarma (NL) (6,50)","50","6.5","","",""
