"Order Number","Order Status","Order Date","Customer Note","First Name (Billing)","Last Name (Billing)","Company (Billing)","Address 1&2 (Billing)","City (Billing)","State Code (Billing)","Postcode (Billing)","Country Code (Billing)","Email (Billing)","Phone (Billing)","First Name (Shipping)","Last Name (Shipping)","Address 1&2 (Shipping)","City (Shipping)","State Code (Shipping)","Postcode (Shipping)","Country Code (Shipping)","Payment Method Title","Cart Discount Amount","Cart Discount Amount(inc. tax)","Order Subtotal Amount","Shipping Method Title","Order Shipping Amount","Order Refund Amount","Order Total Amount","Order Total Tax Amount","Product Id","Cost of goods","Category","SKU","Item #","Item Name","Quantity (- Refund)","Item Cost","Coupon Code","Discount Amount","Discount Amount Tax"
"1157","Paid By Bank-","2024-07-01 09:38","","EKO Supermarkt","","","Kempstraat 122","Den Haag","","2572 GK","","ekosupermarket@gmail.com","","","","","","","","","","0","0","259.44","","0","0","282.80","23.36","159","0","Uncategorized,Supermarket","5902082428039","5","CHICKEN NUGGETS CLASSIC (0.8kg)","10","3.85","","",""
"1161","Paid By Bank-","2024-07-01 15:01","","Tasty Point","","","Voldersgracht 42","Den Haag","","2512JV","","tastypoint@gmail.com","","","","","","","","","","15.5","16.9","145.5","","0","0","141.70","11.7","218","0","Uncategorized,Horeca","","1","Excellence Patat","1","0","","",""
"1161","Paid By Bank-","2024-07-01 15:01","","Tasty Point","","","Voldersgracht 42","Den Haag","","2512JV","","tastypoint@gmail.com","","","","","","","","","","15.5","16.9","145.5","","0","0","141.70","11.7","124","0","Uncategorized,Horeca","","2","Mix - SHAWARMA (%20 Lam-%80 kalkoen) (€6,50)","8","16.25","","",""
"1163","Paid By Cash-","2024-07-02 08:43","","Hoornes","Supermarkt en Bakkerij","","Hoorneslaan 329","Katwijk aan Zee","","2221 GA","","HoornesSupermarktenBakkerij@gmail.com","","","","","","","","","","0","0","236","","0","0","257.25","21.25","163","0","Uncategorized,Supermarket","5902082467564","1","Kentucky TENDERS CLASSIC (0.8kg)","10","6.14","","",""
"1163","Paid By Cash-","2024-07-02 08:43","","Hoornes","Supermarkt en Bakkerij","","Hoorneslaan 329","Katwijk aan Zee","","2221 GA","","HoornesSupermarktenBakkerij@gmail.com","","","","","","","","","","0","0","236","","0","0","257.25","21.25","164","0","Uncategorized,Supermarket","5902082427896","2","Kentucky TENDERS HOT (0.8kg)","10","6.14","","",""
"1163","Paid By Cash-","2024-07-02 08:43","","Hoornes","Supermarkt en Bakkerij","","Hoorneslaan 329","Katwijk aan Zee","","2221 GA","","HoornesSupermarktenBakkerij@gmail.com","","","","","","","","","","0","0","236","","0","0","257.25","21.25","158","0","Uncategorized,Supermarket","5902082427957","3","CRISPY BURGER (0.8kg)","10","4.82","","",""
"1163","Paid By Cash-","2024-07-02 08:43","","Hoornes","Supermarkt en Bakkerij","","Hoorneslaan 329","Katwijk aan Zee","","2221 GA","","HoornesSupermarktenBakkerij@gmail.com","","","","","","","","","","0","0","236","","0","0","257.25","21.25","124","0","Uncategorized,Horeca","","4","Mix - SHAWARMA (%20 Lam-%80 kalkoen) (€6,50)","4","16.25","","",""
"1165","Paid By Bank-","2024-07-02 08:49","","Bakkerij","de Hazelaar","","Hazelaarstraat 10","Woerden","","3442 EN","","BakkerijdeHazelaar@gmail.com","","","","","","","","","","0","0","542.5","","0","0","591.33","48.83","218","0","Uncategorized,Horeca","","1","Excellence Patat","35","15.5","","",""
"1166","Paid By Bank-","2024-07-02 08:50","","Pizza Express","","","Schoolstraat 103","Voorschoten","","2251 BG","","PizzaExpressvoorschoten@gmail.com","","","","","","","","","","0","0","220","","0","0","239.80","19.8","218","0","Uncategorized,Horeca","","1","Excellence Patat","10","15.5","","",""
"1166","Paid By Bank-","2024-07-02 08:50","","Pizza Express","","","Schoolstraat 103","Voorschoten","","2251 BG","","PizzaExpressvoorschoten@gmail.com","","","","","","","","","","0","0","220","","0","0","239.80","19.8","124","0","Uncategorized,Horeca","","2","Mix - SHAWARMA (%20 Lam-%80 kalkoen) (€6,50)","4","16.25","","",""
"1167","Paid By Bank-","2024-07-02 08:51","","Alesta","Food","","Ambachtsherenpad 12, 2722 BS Zoetermeer","Zoetermeer","","2722 BS","","AlestaFood@gmail.com","","","","","","","","","","0","0","77.5","","0","0","84.48","6.98","218","0","Uncategorized,Horeca","","1","Excellence Patat","5","15.5","","",""
"1168","Paid By Bank-","2024-07-02 08:51","","Pizza","Aro","","Wattstraat 7A","Zoetermeer","","2723 PZ","","PizzaAro@gmail.com","","","","","","","","","","0","0","330.02","","0","0","359.73","29.71","218","0","Uncategorized,Horeca","","1","Excellence Patat","5","15.5","","",""
"1168","Paid By Bank-","2024-07-02 08:51","","Pizza","Aro","","Wattstraat 7A","Zoetermeer","","2723 PZ","","PizzaAro@gmail.com","","","","","","","","","","0","0","330.02","","0","0","359.73","29.71","119","0","Uncategorized,Horeca","5902082461319","2","Chicken Chica PAPRIKA (€5,75)","4","14.38","","",""
"1168","Paid By Bank-","2024-07-02 08:51","","Pizza","Aro","","Wattstraat 7A","Zoetermeer","","2723 PZ","","PizzaAro@gmail.com","","","","","","","","","","0","0","330.02","","0","0","359.73","29.71","124","0","Uncategorized,Horeca","","3","Mix - SHAWARMA (%20 Lam-%80 kalkoen) (€6,50)","12","16.25","","",""
"1170","Paid By Bank-","2024-07-02 11:24","","ZAM ZAM XL","","","Raamsteeg 73","Leiden","","2311 PM","","ZamZamXl@gmail.com","","ZAM ZAM XL","","Raamsteeg 73","Leiden","","2311 PM","","","0","0","692.2","","0","0","754.50","62.3","164","0","Uncategorized,Supermarket","5902082427896","1","Kentucky TENDERS HOT (0.8kg)","20","6.14","","",""
"1170","Paid By Bank-","2024-07-02 11:24","","ZAM ZAM XL","","","Raamsteeg 73","Leiden","","2311 PM","","ZamZamXl@gmail.com","","ZAM ZAM XL","","Raamsteeg 73","Leiden","","2311 PM","","","0","0","692.2","","0","0","754.50","62.3","163","0","Uncategorized,Supermarket","5902082467564","2","Kentucky TENDERS CLASSIC (0.8kg)","20","6.14","","",""
"1170","Paid By Bank-","2024-07-02 11:24","","ZAM ZAM XL","","","Raamsteeg 73","Leiden","","2311 PM","","ZamZamXl@gmail.com","","ZAM ZAM XL","","Raamsteeg 73","Leiden","","2311 PM","","","0","0","692.2","","0","0","754.50","62.3","160","0","Uncategorized,Supermarket","5902082427919","3","CHICKEN KIPCORN (0.8kg)","10","4.37","","",""
"1170","Paid By Bank-","2024-07-02 11:24","","ZAM ZAM XL","","","Raamsteeg 73","Leiden","","2311 PM","","ZamZamXl@gmail.com","","ZAM ZAM XL","","Raamsteeg 73","Leiden","","2311 PM","","","0","0","692.2","","0","0","754.50","62.3","211","0","Uncategorized","5902082427988","4","SLICED AND ROASTED BEEF KEBAB (0,8GR)","10","6.6","","",""
"1170","Paid By Bank-","2024-07-02 11:24","","ZAM ZAM XL","","","Raamsteeg 73","Leiden","","2311 PM","","ZamZamXl@gmail.com","","ZAM ZAM XL","","Raamsteeg 73","Leiden","","2311 PM","","","0","0","692.2","","0","0","754.50","62.3","185","0","Uncategorized,Supermarket","5902082428305","5","ADANA KEBAB (12*50 GR)","10","5.31","","",""
"1170","Paid By Bank-","2024-07-02 11:24","","ZAM ZAM XL","","","Raamsteeg 73","Leiden","","2311 PM","","ZamZamXl@gmail.com","","ZAM ZAM XL","","Raamsteeg 73","Leiden","","2311 PM","","","0","0","692.2","","0","0","754.50","62.3","166","0","Uncategorized,Supermarket","5902082461876","6","CHILI-CHEESE NUGGETS  (0.6kg)","12","4.87","","",""
"1170","Paid By Bank-","2024-07-02 11:24","","ZAM ZAM XL","","","Raamsteeg 73","Leiden","","2311 PM","","ZamZamXl@gmail.com","","ZAM ZAM XL","","Raamsteeg 73","Leiden","","2311 PM","","","0","0","692.2","","0","0","754.50","62.3","162","0","Uncategorized,Supermarket","5902082427834","7","CHICKEN SCHNITZEL (0.8kg)","10","4.25","","",""
"1170","Paid By Bank-","2024-07-02 11:24","","ZAM ZAM XL","","","Raamsteeg 73","Leiden","","2311 PM","","ZamZamXl@gmail.com","","ZAM ZAM XL","","Raamsteeg 73","Leiden","","2311 PM","","","0","0","692.2","","0","0","754.50","62.3","212","0","Uncategorized","5902082427971","8","SLICED AND ROASTED CHICKEN KEBAB (0,8GR)","10","5.72","","",""
"1170","Paid By Bank-","2024-07-02 11:24","","ZAM ZAM XL","","","Raamsteeg 73","Leiden","","2311 PM","","ZamZamXl@gmail.com","","ZAM ZAM XL","","Raamsteeg 73","Leiden","","2311 PM","","","0","0","692.2","","0","0","754.50","62.3","170","0","Uncategorized,Supermarket","5902082461883","9","ONION RINGS (0.8kg)","7","4.26","","",""
"1170","Paid By Bank-","2024-07-02 11:24","","ZAM ZAM XL","","","Raamsteeg 73","Leiden","","2311 PM","","ZamZamXl@gmail.com","","ZAM ZAM XL","","Raamsteeg 73","Leiden","","2311 PM","","","0","0","692.2","","0","0","754.50","62.3","199","0","Uncategorized,Supermarket","5902082428282","10","CHEESE STICKS (MOZZARELLA STICKS) (0.6kg)","12","4.87","","",""
"1170","Paid By Bank-","2024-07-02 11:24","","ZAM ZAM XL","","","Raamsteeg 73","Leiden","","2311 PM","","ZamZamXl@gmail.com","","ZAM ZAM XL","","Raamsteeg 73","Leiden","","2311 PM","","","0","0","692.2","","0","0","754.50","62.3","169","0","Uncategorized,Supermarket","5902082432197","11","FALAFEL (0.8kg)","10","3.74","","",""
"1171","Paid By Bank-","2024-07-02 14:17","","Pizzeria La Dolce Vita","","","Rembrandtlaan 52","Voorburg","","2271 GK","","PizzeriaLaDolceVita@gmail.com","","","","","","","","","","15.5","16.9","80.5","","0","0","70.85","5.85","124","0","Uncategorized,Horeca","","1","Mix - SHAWARMA (%20 Lam-%80 kalkoen) (€6,50)","4","16.25","","",""
"1171","Paid By Bank-","2024-07-02 14:17","","Pizzeria La Dolce Vita","","","Rembrandtlaan 52","Voorburg","","2271 GK","","PizzeriaLaDolceVita@gmail.com","","","","","","","","","","15.5","16.9","80.5","","0","0","70.85","5.85","218","0","Uncategorized,Horeca","","2","Excellence Patat","1","0","","",""
"1172","Paid By Bank-","2024-07-02 15:20","","MD Food","","","Petuniatuin 8","Zoetermeer","","2724 NA","","MdFood@live.nl","","MD Food","","Petuniatuin 8","Zoetermeer","","2724 NA","","","0","0","575.59","","0","0","627.40","51.81","172","0","Uncategorized,Supermarket","5902082456094","1","MANTI (0.8kg)","10","4.68","","",""
"1172","Paid By Bank-","2024-07-02 15:20","","MD Food","","","Petuniatuin 8","Zoetermeer","","2724 NA","","MdFood@live.nl","","MD Food","","Petuniatuin 8","Zoetermeer","","2724 NA","","","0","0","575.59","","0","0","627.40","51.81","211","0","Uncategorized","5902082427988","2","SLICED AND ROASTED BEEF KEBAB (0,8GR)","2","6.6","","",""
"1172","Paid By Bank-","2024-07-02 15:20","","MD Food","","","Petuniatuin 8","Zoetermeer","","2724 NA","","MdFood@live.nl","","MD Food","","Petuniatuin 8","Zoetermeer","","2724 NA","","","0","0","575.59","","0","0","627.40","51.81","169","0","Uncategorized,Supermarket","5902082432197","3","FALAFEL (0.8kg)","4","3.74","","",""
"1172","Paid By Bank-","2024-07-02 15:20","","MD Food","","","Petuniatuin 8","Zoetermeer","","2724 NA","","MdFood@live.nl","","MD Food","","Petuniatuin 8","Zoetermeer","","2724 NA","","","0","0","575.59","","0","0","627.40","51.81","212","0","Uncategorized","5902082427971","4","SLICED AND ROASTED CHICKEN KEBAB (0,8GR)","4","5.72","","",""
"1172","Paid By Bank-","2024-07-02 15:20","","MD Food","","","Petuniatuin 8","Zoetermeer","","2724 NA","","MdFood@live.nl","","MD Food","","Petuniatuin 8","Zoetermeer","","2724 NA","","","0","0","575.59","","0","0","627.40","51.81","168","0","Uncategorized,Supermarket","5902082415183","5","CEVAPCICI (45*18GR) (0.81kg)","10","6.21","","",""
"1172","Paid By Bank-","2024-07-02 15:20","","MD Food","","","Petuniatuin 8","Zoetermeer","","2724 NA","","MdFood@live.nl","","MD Food","","Petuniatuin 8","Zoetermeer","","2724 NA","","","0","0","575.59","","0","0","627.40","51.81","166","0","Uncategorized,Supermarket","5902082461876","6","CHILI-CHEESE NUGGETS  (0.6kg)","12","4.87","","",""
"1172","Paid By Bank-","2024-07-02 15:20","","MD Food","","","Petuniatuin 8","Zoetermeer","","2724 NA","","MdFood@live.nl","","MD Food","","Petuniatuin 8","Zoetermeer","","2724 NA","","","0","0","575.59","","0","0","627.40","51.81","152","0","Uncategorized,Supermarket","5902082432210","7","CRISPY WINGS CLASSIC (0.8kg)","10","4.56","","",""
"1172","Paid By Bank-","2024-07-02 15:20","","MD Food","","","Petuniatuin 8","Zoetermeer","","2724 NA","","MdFood@live.nl","","MD Food","","Petuniatuin 8","Zoetermeer","","2724 NA","","","0","0","575.59","","0","0","627.40","51.81","164","0","Uncategorized,Supermarket","5902082427896","8","Kentucky TENDERS HOT (0.8kg)","5","6.14","","",""
"1172","Paid By Bank-","2024-07-02 15:20","","MD Food","","","Petuniatuin 8","Zoetermeer","","2724 NA","","MdFood@live.nl","","MD Food","","Petuniatuin 8","Zoetermeer","","2724 NA","","","0","0","575.59","","0","0","627.40","51.81","163","0","Uncategorized,Supermarket","5902082467564","9","Kentucky TENDERS CLASSIC (0.8kg)","10","6.14","","",""
"1172","Paid By Bank-","2024-07-02 15:20","","MD Food","","","Petuniatuin 8","Zoetermeer","","2724 NA","","MdFood@live.nl","","MD Food","","Petuniatuin 8","Zoetermeer","","2724 NA","","","0","0","575.59","","0","0","627.40","51.81","158","0","Uncategorized,Supermarket","5902082427957","10","CRISPY BURGER (0.8kg)","10","4.82","","",""
"1172","Paid By Bank-","2024-07-02 15:20","","MD Food","","","Petuniatuin 8","Zoetermeer","","2724 NA","","MdFood@live.nl","","MD Food","","Petuniatuin 8","Zoetermeer","","2724 NA","","","0","0","575.59","","0","0","627.40","51.81","185","0","Uncategorized,Supermarket","5902082428305","11","ADANA KEBAB (12*50 GR)","10","5.31","","",""
"1172","Paid By Bank-","2024-07-02 15:20","","MD Food","","","Petuniatuin 8","Zoetermeer","","2724 NA","","MdFood@live.nl","","MD Food","","Petuniatuin 8","Zoetermeer","","2724 NA","","","0","0","575.59","","0","0","627.40","51.81","159","0","Uncategorized,Supermarket","5902082428039","12","CHICKEN NUGGETS CLASSIC (0.8kg)","6","3.85","","",""
"1172","Paid By Bank-","2024-07-02 15:20","","MD Food","","","Petuniatuin 8","Zoetermeer","","2724 NA","","MdFood@live.nl","","MD Food","","Petuniatuin 8","Zoetermeer","","2724 NA","","","0","0","575.59","","0","0","627.40","51.81","162","0","Uncategorized,Supermarket","5902082427834","13","CHICKEN SCHNITZEL (0.8kg)","5","4.25","","",""
"1172","Paid By Bank-","2024-07-02 15:20","","MD Food","","","Petuniatuin 8","Zoetermeer","","2724 NA","","MdFood@live.nl","","MD Food","","Petuniatuin 8","Zoetermeer","","2724 NA","","","0","0","575.59","","0","0","627.40","51.81","257","0","Uncategorized","5902082428022","14","CRISPY WINGS Hot (0.8kg)","6","4.56","","",""
"1172","Paid By Bank-","2024-07-02 15:20","","MD Food","","","Petuniatuin 8","Zoetermeer","","2724 NA","","MdFood@live.nl","","MD Food","","Petuniatuin 8","Zoetermeer","","2724 NA","","","0","0","575.59","","0","0","627.40","51.81","218","0","Uncategorized,Horeca","","15","Excellence Patat","3","15.5","","",""
"1173","Paid By Bank-","2024-07-09 16:07","","Oranje Oosterheem","","","Westerschelde 364","Zoetermeer","","2721 NN","","Oranjesupermarket@live.nl","","Oranje Oosterheem","","Westerschelde 364","Zoetermeer","","2721 NN","","","0","0","223.51","","0","0","243.63","20.12","212","0","Uncategorized","5902082427971","1","SLICED AND ROASTED CHICKEN KEBAB (0,8GR)","6","5.72","","",""
"1173","Paid By Bank-","2024-07-09 16:07","","Oranje Oosterheem","","","Westerschelde 364","Zoetermeer","","2721 NN","","Oranjesupermarket@live.nl","","Oranje Oosterheem","","Westerschelde 364","Zoetermeer","","2721 NN","","","0","0","223.51","","0","0","243.63","20.12","211","0","Uncategorized","5902082427988","2","SLICED AND ROASTED BEEF KEBAB (0,8GR)","4","6.6","","",""
"1173","Paid By Bank-","2024-07-09 16:07","","Oranje Oosterheem","","","Westerschelde 364","Zoetermeer","","2721 NN","","Oranjesupermarket@live.nl","","Oranje Oosterheem","","Westerschelde 364","Zoetermeer","","2721 NN","","","0","0","223.51","","0","0","243.63","20.12","185","0","Uncategorized,Supermarket","5902082428305","3","ADANA KEBAB (12*50 GR)","10","5.31","","",""
"1173","Paid By Bank-","2024-07-09 16:07","","Oranje Oosterheem","","","Westerschelde 364","Zoetermeer","","2721 NN","","Oranjesupermarket@live.nl","","Oranje Oosterheem","","Westerschelde 364","Zoetermeer","","2721 NN","","","0","0","223.51","","0","0","243.63","20.12","158","0","Uncategorized,Supermarket","5902082427957","4","CRISPY BURGER (0.8kg)","5","4.82","","",""
"1173","Paid By Bank-","2024-07-09 16:07","","Oranje Oosterheem","","","Westerschelde 364","Zoetermeer","","2721 NN","","Oranjesupermarket@live.nl","","Oranje Oosterheem","","Westerschelde 364","Zoetermeer","","2721 NN","","","0","0","223.51","","0","0","243.63","20.12","166","0","Uncategorized,Supermarket","5902082461876","5","CHILI-CHEESE NUGGETS  (0.6kg)","5","4.87","","",""
"1173","Paid By Bank-","2024-07-09 16:07","","Oranje Oosterheem","","","Westerschelde 364","Zoetermeer","","2721 NN","","Oranjesupermarket@live.nl","","Oranje Oosterheem","","Westerschelde 364","Zoetermeer","","2721 NN","","","0","0","223.51","","0","0","243.63","20.12","167","0","Uncategorized,Supermarket","5902082428299","6","CHEESE NUGGETS (0.7kg)","7","5.27","","",""
"1173","Paid By Bank-","2024-07-09 16:07","","Oranje Oosterheem","","","Westerschelde 364","Zoetermeer","","2721 NN","","Oranjesupermarket@live.nl","","Oranje Oosterheem","","Westerschelde 364","Zoetermeer","","2721 NN","","","0","0","223.51","","0","0","243.63","20.12","199","0","Uncategorized,Supermarket","5902082428282","7","CHEESE STICKS (MOZZARELLA STICKS) (0.6kg)","5","4.87","","",""
"1174","Paid By Bank-","2024-07-03 08:26","","Sultan Pizzeria","","","De Markt 325","Krimpen aan de Lek","","2931 EC","","Sultanpizzaria@gmail.com","","","","","","","","","","0","0","220","","0","0","239.80","19.8","218","0","Uncategorized,Horeca","","1","Excellence Patat","10","15.5","","",""
"1174","Paid By Bank-","2024-07-03 08:26","","Sultan Pizzeria","","","De Markt 325","Krimpen aan de Lek","","2931 EC","","Sultanpizzaria@gmail.com","","","","","","","","","","0","0","220","","0","0","239.80","19.8","124","0","Uncategorized,Horeca","","2","Mix - SHAWARMA (%20 Lam-%80 kalkoen) (€6,50)","4","16.25","","",""
"1175","Paid By Bank-","2024-07-03 08:26","","De Luifelbaan","","","Vijf Meiplein","Leiden","","2321 TC","","DeLuifelbaan5mei@gmail.com","","","","","","","","","","0","0","77.5","","0","0","84.48","6.98","218","0","Uncategorized,Horeca","","1","Excellence Patat","5","15.5","","",""
"1176","Paid By Bank-","2024-07-03 08:27","","Saray PideHuis","","","Steenstraat 20","Leiden","","2312 BW","","SarayPideHuis@gmail.com","","","","","","","","","","0","0","310","","0","0","337.90","27.9","218","0","Uncategorized,Horeca","","1","Excellence Patat","20","15.5","","",""
"1177","Paid By Bank-","2024-07-05 08:27","","De Rotonde Kebab","","","Slotermeerlaan 3","Amsterdam","","1064GX","","DeRotondeKebab@gmail.com","","","","","","","","","","0","0","622.25","","0","0","678.26","56.01","218","0","Uncategorized,Horeca","","1","Excellence Patat","35","15.5","","",""
"1177","Paid By Bank-","2024-07-05 08:27","","De Rotonde Kebab","","","Slotermeerlaan 3","Amsterdam","","1064GX","","DeRotondeKebab@gmail.com","","","","","","","","","","0","0","622.25","","0","0","678.26","56.01","198","0","Uncategorized,Horeca","","2","AKCABAAT KOFTE (45*45gr)","5","15.95","","",""
"1179","Paid By Cash-","2024-07-03 14:32","","Bakkerij","Hesse Place","","Hesseplaats 71","Rotterdam","","3069EA","","info@bakkerijhesseplace.nl","","Bakkerij","Hesse Place","Hesseplaats 71","Rotterdam","","3069EA","","","0","0","367.28","","0","0","400.33","33.05","169","0","Uncategorized,Supermarket","5902082432197","1","FALAFEL (0.8kg)","5","3.74","","",""
"1179","Paid By Cash-","2024-07-03 14:32","","Bakkerij","Hesse Place","","Hesseplaats 71","Rotterdam","","3069EA","","info@bakkerijhesseplace.nl","","Bakkerij","Hesse Place","Hesseplaats 71","Rotterdam","","3069EA","","","0","0","367.28","","0","0","400.33","33.05","157","0","Uncategorized,Supermarket","5902082428015","2","CHICKEN WINGS BARBEQUE (0.8kg)","5","4.56","","",""
"1179","Paid By Cash-","2024-07-03 14:32","","Bakkerij","Hesse Place","","Hesseplaats 71","Rotterdam","","3069EA","","info@bakkerijhesseplace.nl","","Bakkerij","Hesse Place","Hesseplaats 71","Rotterdam","","3069EA","","","0","0","367.28","","0","0","400.33","33.05","156","0","Uncategorized,Supermarket","5902082428008","3","CHICKEN WINGS HOT (0.8kg)","4","4.56","","",""
"1179","Paid By Cash-","2024-07-03 14:32","","Bakkerij","Hesse Place","","Hesseplaats 71","Rotterdam","","3069EA","","info@bakkerijhesseplace.nl","","Bakkerij","Hesse Place","Hesseplaats 71","Rotterdam","","3069EA","","","0","0","367.28","","0","0","400.33","33.05","152","0","Uncategorized,Supermarket","5902082432210","4","CRISPY WINGS CLASSIC (0.8kg)","10","4.56","","",""
"1179","Paid By Cash-","2024-07-03 14:32","","Bakkerij","Hesse Place","","Hesseplaats 71","Rotterdam","","3069EA","","info@bakkerijhesseplace.nl","","Bakkerij","Hesse Place","Hesseplaats 71","Rotterdam","","3069EA","","","0","0","367.28","","0","0","400.33","33.05","164","0","Uncategorized,Supermarket","5902082427896","5","Kentucky TENDERS HOT (0.8kg)","4","6.14","","",""
"1179","Paid By Cash-","2024-07-03 14:32","","Bakkerij","Hesse Place","","Hesseplaats 71","Rotterdam","","3069EA","","info@bakkerijhesseplace.nl","","Bakkerij","Hesse Place","Hesseplaats 71","Rotterdam","","3069EA","","","0","0","367.28","","0","0","400.33","33.05","162","0","Uncategorized,Supermarket","5902082427834","6","CHICKEN SCHNITZEL (0.8kg)","5","4.25","","",""
"1179","Paid By Cash-","2024-07-03 14:32","","Bakkerij","Hesse Place","","Hesseplaats 71","Rotterdam","","3069EA","","info@bakkerijhesseplace.nl","","Bakkerij","Hesse Place","Hesseplaats 71","Rotterdam","","3069EA","","","0","0","367.28","","0","0","400.33","33.05","158","0","Uncategorized,Supermarket","5902082427957","7","CRISPY BURGER (0.8kg)","10","4.82","","",""
"1179","Paid By Cash-","2024-07-03 14:32","","Bakkerij","Hesse Place","","Hesseplaats 71","Rotterdam","","3069EA","","info@bakkerijhesseplace.nl","","Bakkerij","Hesse Place","Hesseplaats 71","Rotterdam","","3069EA","","","0","0","367.28","","0","0","400.33","33.05","161","0","Uncategorized,Supermarket","5902082428053","8","CHICKEN FINGERS (0.8kg)","4","4.48","","",""
"1179","Paid By Cash-","2024-07-03 14:32","","Bakkerij","Hesse Place","","Hesseplaats 71","Rotterdam","","3069EA","","info@bakkerijhesseplace.nl","","Bakkerij","Hesse Place","Hesseplaats 71","Rotterdam","","3069EA","","","0","0","367.28","","0","0","400.33","33.05","155","0","Uncategorized,Supermarket","5902082427995","9","CHICKEN WINGS CLASSIC (0.8kg)","4","4.56","","",""
"1179","Paid By Cash-","2024-07-03 14:32","","Bakkerij","Hesse Place","","Hesseplaats 71","Rotterdam","","3069EA","","info@bakkerijhesseplace.nl","","Bakkerij","Hesse Place","Hesseplaats 71","Rotterdam","","3069EA","","","0","0","367.28","","0","0","400.33","33.05","247","0","Uncategorized","5902082462316","10","Sliced and Roasted Sucuk Kebab (0,8 GR)","3","6.03","","",""
"1179","Paid By Cash-","2024-07-03 14:32","","Bakkerij","Hesse Place","","Hesseplaats 71","Rotterdam","","3069EA","","info@bakkerijhesseplace.nl","","Bakkerij","Hesse Place","Hesseplaats 71","Rotterdam","","3069EA","","","0","0","367.28","","0","0","400.33","33.05","254","0","Uncategorized","5902082460077","11","Mexicano ( 6 * 140 GR )","10","3","","",""
"1179","Paid By Cash-","2024-07-03 14:32","","Bakkerij","Hesse Place","","Hesseplaats 71","Rotterdam","","3069EA","","info@bakkerijhesseplace.nl","","Bakkerij","Hesse Place","Hesseplaats 71","Rotterdam","","3069EA","","","0","0","367.28","","0","0","400.33","33.05","159","0","Uncategorized,Supermarket","5902082428039","12","CHICKEN NUGGETS CLASSIC (0.8kg)","10","3.85","","",""
"1179","Paid By Cash-","2024-07-03 14:32","","Bakkerij","Hesse Place","","Hesseplaats 71","Rotterdam","","3069EA","","info@bakkerijhesseplace.nl","","Bakkerij","Hesse Place","Hesseplaats 71","Rotterdam","","3069EA","","","0","0","367.28","","0","0","400.33","33.05","172","0","Uncategorized,Supermarket","5902082456094","13","MANTI (0.8kg)","6","4.68","","",""
"1179","Paid By Cash-","2024-07-03 14:32","","Bakkerij","Hesse Place","","Hesseplaats 71","Rotterdam","","3069EA","","info@bakkerijhesseplace.nl","","Bakkerij","Hesse Place","Hesseplaats 71","Rotterdam","","3069EA","","","0","0","367.28","","0","0","400.33","33.05","819","0","Horeca","","14","CRISPY WINGS Hot (0.8kg) horeca","3","5.7","","",""
"1180","Paid By Cash-","2024-07-03 14:50","","Seda Bakkerij","","","Leyweg 1170","Den Haag","","2545 HH","","SedaBakkerij@gmail.com","","","","","","","","","","0","0","93","","0","0","101.37","8.37","218","0","Uncategorized,Horeca","","1","Excellence Patat","6","15.5","","",""
"1181","Paid By Bank-","2024-07-04 08:35","","Jacks corner","","","Leemansplein 544","Den Haag","","2521 EJ","","Jackscorner@gmail.com","","","","","","","","","","0","0","140","","0","0","152.60","12.6","121","0","Uncategorized,Horeca","5902082460350","1","SLICED AND ROASTED PREMIUM CHICKEN KEBAB (€7,00)","8","17.5","","",""
"1182","Paid By Bank-","2024-07-04 08:36","","Dicle","","","Kempstraat 17","Den Haag","","2572 GA","","Dicle@live.nl","","","","","","","","","","0","0","260","","0","0","283.40","23.4","124","0","Uncategorized,Horeca","","1","Mix - SHAWARMA (%20 Lam-%80 kalkoen) (€6,50)","16","16.25","","",""
"1183","Paid By Bank-","2024-07-04 08:36","","Pizzeria & Dönerhuis De Gaarde","","","Vrederustlaan 123","Den Haag","","2543 SM","","PizzeriaDonerhuisDeGaarde@gmail.com","","","","","","","","","","0","0","169.75","","0","0","185.03","15.28","196","0","Uncategorized,Horeca","","1","ADANA KEBAB (17*118 GR)","1","14.75","","",""
"1183","Paid By Bank-","2024-07-04 08:36","","Pizzeria & Dönerhuis De Gaarde","","","Vrederustlaan 123","Den Haag","","2543 SM","","PizzeriaDonerhuisDeGaarde@gmail.com","","","","","","","","","","0","0","169.75","","0","0","185.03","15.28","218","0","Uncategorized,Horeca","","2","Excellence Patat","10","15.5","","",""
"1184","Paid By Bank-","2024-07-04 08:38","","Eetcafe Elif","","","Dedemsvaartweg","Den Haag","","2545 AX","","EetcafeElif@gmail.com","","","","","","","","","","0","0","32.5","","0","0","35.43","2.93","124","0","Uncategorized,Horeca","","1","Mix - SHAWARMA (%20 Lam-%80 kalkoen) (€6,50)","2","16.25","","",""
"1185","Paid By Cash-","2024-07-05 16:43","","OBS Kwintijn","","","Broekplein 5","Leiden","","2318 TJ","","Kwintijn@gmail.com","","","","","","","","","","20","21.8","80","","0","0","65.40","5.4","97","0","Uncategorized,Horeca","","1","CHICKEN BURGER  ( 36x70 GR )","6","10","","",""
